city,osm_id,building_type,name,lat,lon,levels,material,roof_material,scraped_at
Kasserine,659947728,residential,,35.1652324,8.8554047,,,,2026-02-15T13:33:46.473362
Kasserine,659947729,residential,,35.1651624,8.8551747,,,,2026-02-15T13:33:46.473362
Kasserine,659947730,residential,,35.1652323,8.8551814,,,,2026-02-15T13:33:46.473362
Kasserine,659947731,residential,,35.1651918,8.8550453,,,,2026-02-15T13:33:46.473362
Kasserine,659947732,residential,,35.1651985,8.8549394,,,,2026-02-15T13:33:46.473362
Kasserine,659947733,residential,,35.1652056,8.8548283,,,,2026-02-15T13:33:46.473362
Kasserine,659947736,residential,,35.165062,8.8550596,,,,2026-02-15T13:33:46.473362
Kasserine,659947737,residential,,35.1650529,8.8551882,,,,2026-02-15T13:33:46.473362
Kasserine,659947738,residential,,35.1650211,8.8553191,,,,2026-02-15T13:33:46.473362
Kasserine,659947739,residential,,35.1649974,8.8554673,,,,2026-02-15T13:33:46.473362
Kasserine,659947740,residential,,35.1649816,8.8556356,,,,2026-02-15T13:33:46.473362
Kasserine,659947741,residential,,35.1648659,8.8556148,,,,2026-02-15T13:33:46.473362
Kasserine,659947742,residential,,35.1648796,8.8554419,,,,2026-02-15T13:33:46.473362
Kasserine,659947743,residential,,35.1648905,8.855299,,,,2026-02-15T13:33:46.473362
Kasserine,659947744,residential,,35.1649167,8.8551807,,,,2026-02-15T13:33:46.473362
Kasserine,659947745,residential,,35.1649201,8.8550563,,,,2026-02-15T13:33:46.473362
Kasserine,659947748,residential,,35.1646047,8.8555504,,,,2026-02-15T13:33:46.473362
Kasserine,659947749,residential,,35.1647266,8.8555691,,,,2026-02-15T13:33:46.473362
Kasserine,659947750,residential,,35.1646642,8.8553632,,,,2026-02-15T13:33:46.473362
Kasserine,659947751,residential,,35.1646773,8.8552004,,,,2026-02-15T13:33:46.473362
Kasserine,659947752,residential,,35.1646888,8.855067,,,,2026-02-15T13:33:46.473362
Kasserine,659947753,residential,,35.1646959,8.8549523,,,,2026-02-15T13:33:46.473362
Kasserine,659949254,residential,,35.1641604,8.8557596,,,,2026-02-15T13:33:46.473362
Kasserine,659949255,residential,,35.164327,8.855813,,,,2026-02-15T13:33:46.473362
Kasserine,659949256,residential,,35.1645005,8.8558478,,,,2026-02-15T13:33:46.473362
Kasserine,659975427,yes,,35.1669414,8.8410129,,,,2026-02-15T13:33:46.473362
Kasserine,659975429,yes,,35.1669787,8.8408802,,,,2026-02-15T13:33:46.473362
Kasserine,659980259,yes,,35.1668586,8.8414998,,,,2026-02-15T13:33:46.473362
Kasserine,659980260,yes,,35.166779,8.8414412,,,,2026-02-15T13:33:46.473362
Kasserine,659980899,yes,,35.166859,8.8417886,,,,2026-02-15T13:33:46.473362
Kasserine,659980900,yes,,35.1667705,8.8417295,,,,2026-02-15T13:33:46.473362
Kasserine,659980901,yes,EVE accessories,35.1666638,8.8417644,,,,2026-02-15T13:33:46.473362
Kasserine,659980902,yes,,35.1667162,8.841615,,,,2026-02-15T13:33:46.473362
Kasserine,659996398,residential,,35.1651433,8.8572274,,,,2026-02-15T13:33:46.473362
Kasserine,659996400,residential,,35.16497,8.8572443,,,,2026-02-15T13:33:46.473362
Kasserine,659996401,residential,,35.1648709,8.8572549,,,,2026-02-15T13:33:46.473362
Kasserine,659996402,residential,,35.1647376,8.857269,,,,2026-02-15T13:33:46.473362
Kasserine,659996403,residential,,35.165055,8.8574428,,,,2026-02-15T13:33:46.473362
Kasserine,659996404,residential,,35.1649535,8.8574434,,,,2026-02-15T13:33:46.473362
Kasserine,659996405,residential,,35.1648473,8.8574541,,,,2026-02-15T13:33:46.473362
Kasserine,659996406,residential,,35.1647091,8.8574715,,,,2026-02-15T13:33:46.473362
Kasserine,659996407,residential,,35.1645797,8.8572764,,,,2026-02-15T13:33:46.473362
Kasserine,659996408,residential,,35.1645683,8.8574817,,,,2026-02-15T13:33:46.473362
Kasserine,659996409,residential,,35.1644279,8.8574924,,,,2026-02-15T13:33:46.473362
Kasserine,659996410,residential,,35.1643429,8.8575058,,,,2026-02-15T13:33:46.473362
Kasserine,659996411,residential,,35.1644432,8.8572885,,,,2026-02-15T13:33:46.473362
Kasserine,659996412,residential,,35.1643139,8.857304,,,,2026-02-15T13:33:46.473362
Kasserine,659996413,residential,,35.1642728,8.8575085,,,,2026-02-15T13:33:46.473362
Kasserine,659996414,residential,,35.1641911,8.8575185,,,,2026-02-15T13:33:46.473362
Kasserine,659996415,residential,,35.1642004,8.857304,,,,2026-02-15T13:33:46.473362
Kasserine,659996416,residential,,35.1640759,8.8575151,,,,2026-02-15T13:33:46.473362
Kasserine,659996417,residential,,35.1641122,8.8573019,,,,2026-02-15T13:33:46.473362
Kasserine,659996418,residential,,35.1640275,8.8572918,,,,2026-02-15T13:33:46.473362
Kasserine,659996419,residential,,35.1639416,8.8572831,,,,2026-02-15T13:33:46.473362
Kasserine,659996420,residential,,35.163945,8.8574541,,,,2026-02-15T13:33:46.473362
Kasserine,659996421,residential,,35.1639361,8.8575715,,,,2026-02-15T13:33:46.473362
Kasserine,659996422,residential,,35.1656338,8.8569106,,,,2026-02-15T13:33:46.474361
Kasserine,659996429,residential,,35.1651887,8.8569801,,,,2026-02-15T13:33:46.474361
Kasserine,659996430,residential,,35.1650868,8.8569928,,,,2026-02-15T13:33:46.474361
Kasserine,659996431,residential,,35.1649435,8.8570452,,,,2026-02-15T13:33:46.474361
Kasserine,659996432,residential,,35.1649724,8.8569089,,,,2026-02-15T13:33:46.474361
Kasserine,659996433,residential,,35.1648821,8.8568225,,,,2026-02-15T13:33:46.474361
Kasserine,659996434,residential,,35.16476,8.8568225,,,,2026-02-15T13:33:46.474361
Kasserine,659996435,residential,,35.1648133,8.8570069,,,,2026-02-15T13:33:46.474361
Kasserine,659996436,residential,,35.164696,8.8570196,,,,2026-02-15T13:33:46.474361
Kasserine,659996437,residential,,35.1646077,8.8570276,,,,2026-02-15T13:33:46.474361
Kasserine,659996438,residential,,35.1646554,8.8568157,,,,2026-02-15T13:33:46.474361
Kasserine,659996439,residential,,35.1645769,8.856806,,,,2026-02-15T13:33:46.474361
Kasserine,659996440,residential,,35.164497,8.856797,,,,2026-02-15T13:33:46.474361
Kasserine,659996441,residential,,35.1645195,8.8570284,,,,2026-02-15T13:33:46.474361
Kasserine,659996442,residential,,35.164412,8.8570317,,,,2026-02-15T13:33:46.474361
Kasserine,659996443,residential,,35.1644,8.8567883,,,,2026-02-15T13:33:46.474361
Kasserine,659996444,residential,,35.1642909,8.8567835,,,,2026-02-15T13:33:46.474361
Kasserine,659996445,residential,,35.1642892,8.857035,,,,2026-02-15T13:33:46.474361
Kasserine,659996446,residential,,35.1640019,8.8566666,,,,2026-02-15T13:33:46.474361
Kasserine,659996447,residential,,35.1641038,8.8566837,,,,2026-02-15T13:33:46.474361
Kasserine,659996448,residential,,35.1641971,8.8567735,,,,2026-02-15T13:33:46.474361
Kasserine,659996449,residential,,35.1641647,8.8570343,,,,2026-02-15T13:33:46.474361
Kasserine,659996450,residential,,35.1640666,8.857023,,,,2026-02-15T13:33:46.474361
Kasserine,659996451,residential,,35.1640403,8.8568205,,,,2026-02-15T13:33:46.474361
Kasserine,659996452,residential,,35.1639707,8.8570109,,,,2026-02-15T13:33:46.474361
Kasserine,659996453,residential,,35.1636758,8.8575393,,,,2026-02-15T13:33:46.474361
Kasserine,659996454,residential,,35.1634946,8.8575118,,,,2026-02-15T13:33:46.474361
Kasserine,659996455,residential,,35.163632,8.8578263,,,,2026-02-15T13:33:46.474361
Kasserine,659996456,residential,,35.1634505,8.8578528,,,,2026-02-15T13:33:46.474361
Kasserine,659996457,residential,,35.1636111,8.8580777,,,,2026-02-15T13:33:46.474361
Kasserine,659996458,residential,,35.1634363,8.8581288,,,,2026-02-15T13:33:46.474361
Kasserine,659996459,residential,,35.1633047,8.8581411,,,,2026-02-15T13:33:46.474361
Kasserine,659996460,residential,,35.1631862,8.8581951,,,,2026-02-15T13:33:46.474361
Kasserine,659996461,residential,,35.1631495,8.8580967,,,,2026-02-15T13:33:46.474361
Kasserine,659996462,residential,,35.1631011,8.8580093,,,,2026-02-15T13:33:46.474361
Kasserine,659996463,residential,,35.1630344,8.8579081,,,,2026-02-15T13:33:46.474361
Kasserine,659996464,residential,,35.1631878,8.8576231,,,,2026-02-15T13:33:46.474361
Kasserine,659996466,residential,,35.1627412,8.8573667,,,,2026-02-15T13:33:46.474361
Kasserine,659996468,residential,,35.162719,8.8574505,,,,2026-02-15T13:33:46.474361
Kasserine,659996469,residential,,35.1627409,8.8575772,,,,2026-02-15T13:33:46.474361
Kasserine,659996470,residential,,35.1626378,8.8575364,,,,2026-02-15T13:33:46.474361
Kasserine,659996471,residential,,35.162883,8.8576677,,,,2026-02-15T13:33:46.474361
Kasserine,659996472,residential,,35.1629168,8.8575596,,,,2026-02-15T13:33:46.474361
Kasserine,659996473,residential,,35.1629514,8.8574484,,,,2026-02-15T13:33:46.474361
Kasserine,659996474,residential,,35.162991,8.8572979,,,,2026-02-15T13:33:46.474361
Kasserine,659996475,residential,,35.1630183,8.8571946,,,,2026-02-15T13:33:46.474361
Kasserine,659996476,residential,,35.1629011,8.8571893,,,,2026-02-15T13:33:46.474361
Kasserine,659996477,residential,,35.1628236,8.8571586,,,,2026-02-15T13:33:46.474361
Kasserine,659996479,residential,,35.162731,8.8572648,,,,2026-02-15T13:33:46.474361
Kasserine,659996480,residential,,35.1627417,8.8571263,,,,2026-02-15T13:33:46.474361
Kasserine,659996482,residential,,35.1636485,8.8568531,,,,2026-02-15T13:33:46.474361
Kasserine,659996483,residential,,35.1637307,8.8568838,,,,2026-02-15T13:33:46.474361
Kasserine,659996484,residential,,35.1638031,8.8569109,,,,2026-02-15T13:33:46.474361
Kasserine,659996486,residential,,35.1638132,8.8567413,,,,2026-02-15T13:33:46.474361
Kasserine,659996488,residential,,35.1636948,8.8566971,,,,2026-02-15T13:33:46.474361
Kasserine,659996490,residential,,35.1635887,8.8566575,,,,2026-02-15T13:33:46.474361
Kasserine,659996492,residential,,35.1635492,8.856816,,,,2026-02-15T13:33:46.474361
Kasserine,659996495,residential,,35.1634458,8.8567774,,,,2026-02-15T13:33:46.474361
Kasserine,659996497,residential,,35.1634853,8.8566189,,,,2026-02-15T13:33:46.474361
Kasserine,659996502,residential,,35.1637382,8.8571702,,,,2026-02-15T13:33:46.474361
Kasserine,659996504,residential,,35.1635883,8.8571209,,,,2026-02-15T13:33:46.474361
Kasserine,659996506,residential,,35.1634303,8.8570688,,,,2026-02-15T13:33:46.474361
Kasserine,659996507,residential,,35.1632777,8.8570185,,,,2026-02-15T13:33:46.474361
Kasserine,659996509,residential,,35.1630141,8.8566978,,,,2026-02-15T13:33:46.474361
Kasserine,659996518,residential,,35.1651726,8.8565149,,,,2026-02-15T13:33:46.474361
Kasserine,659996519,residential,,35.1650677,8.8564938,,,,2026-02-15T13:33:46.474361
Kasserine,659996521,residential,,35.1649686,8.8564737,,,,2026-02-15T13:33:46.474361
Kasserine,659996523,residential,,35.1649479,8.8566274,,,,2026-02-15T13:33:46.474361
Kasserine,659996525,residential,,35.1648251,8.8566026,,,,2026-02-15T13:33:46.474361
Kasserine,659996527,residential,,35.1648458,8.856449,,,,2026-02-15T13:33:46.474361
Kasserine,659996530,residential,,35.1643363,8.8562988,,,,2026-02-15T13:33:46.474361
Kasserine,659996531,residential,,35.1646542,8.8565495,,,,2026-02-15T13:33:46.474361
Kasserine,659996533,residential,,35.1645686,8.8565315,,,,2026-02-15T13:33:46.474361
Kasserine,659996534,residential,,35.1646793,8.856371,,,,2026-02-15T13:33:46.474361
Kasserine,659996536,residential,,35.1645667,8.8563474,,,,2026-02-15T13:33:46.474361
Kasserine,659996538,residential,,35.1644887,8.8565146,,,,2026-02-15T13:33:46.474361
Kasserine,659996540,residential,,35.1644474,8.8563222,,,,2026-02-15T13:33:46.474361
Kasserine,659996542,residential,,35.1643112,8.8564773,,,,2026-02-15T13:33:46.474361
Kasserine,659996544,residential,,35.1641891,8.8564515,,,,2026-02-15T13:33:46.474361
Kasserine,659996546,residential,,35.1640462,8.8564694,,,,2026-02-15T13:33:46.474361
Kasserine,659996548,residential,,35.1640623,8.8563546,,,,2026-02-15T13:33:46.474361
Kasserine,659996550,residential,,35.1642143,8.8562731,,,,2026-02-15T13:33:46.474361
Kasserine,659996551,residential,,35.1640778,8.8562444,,,,2026-02-15T13:33:46.474361
Kasserine,659996556,residential,,35.16427,8.8560405,,,,2026-02-15T13:33:46.474361
Kasserine,659999744,residential,,35.1649004,8.8577076,,,,2026-02-15T13:33:46.474361
Kasserine,659999745,residential,,35.164982,8.8577012,,,,2026-02-15T13:33:46.474361
Kasserine,659999746,residential,,35.1649366,8.857831,,,,2026-02-15T13:33:46.474361
Kasserine,659999747,residential,,35.1649132,8.8579722,,,,2026-02-15T13:33:46.474361
Kasserine,659999748,residential,,35.1649003,8.8581234,,,,2026-02-15T13:33:46.474361
Kasserine,659999749,residential,,35.1649783,8.8581189,,,,2026-02-15T13:33:46.474361
Kasserine,659999750,residential,,35.1649117,8.8582278,,,,2026-02-15T13:33:46.474361
Kasserine,659999751,residential,,35.1649215,8.8583191,,,,2026-02-15T13:33:46.474361
Kasserine,659999753,residential,,35.1647327,8.8578906,,,,2026-02-15T13:33:46.474361
Kasserine,659999756,residential,,35.1644339,8.85792,,,,2026-02-15T13:33:46.474361
Kasserine,659999757,residential,,35.1643029,8.8577727,,,,2026-02-15T13:33:46.474361
Kasserine,659999758,residential,,35.1643138,8.8579644,,,,2026-02-15T13:33:46.474361
Kasserine,659999760,residential,,35.1640228,8.8577773,,,,2026-02-15T13:33:46.474361
Kasserine,659999761,residential,,35.1641182,8.8577807,,,,2026-02-15T13:33:46.474361
Kasserine,659999762,residential,,35.163951,8.858185,,,,2026-02-15T13:33:46.474361
Kasserine,659999763,residential,,35.1639427,8.8580295,,,,2026-02-15T13:33:46.474361
Kasserine,659999764,residential,,35.1638632,8.8578397,,,,2026-02-15T13:33:46.474361
Kasserine,659999765,residential,,35.1638172,8.8580396,,,,2026-02-15T13:33:46.474361
Kasserine,659999766,residential,,35.1638107,8.8581931,,,,2026-02-15T13:33:46.474361
Kasserine,659999769,residential,,35.1623606,8.8586417,,,,2026-02-15T13:33:46.474361
Kasserine,659999770,residential,,35.1627299,8.8578846,,,,2026-02-15T13:33:46.474361
Kasserine,659999771,residential,,35.1628274,8.8579634,,,,2026-02-15T13:33:46.474361
Kasserine,659999772,residential,,35.1629024,8.8580927,,,,2026-02-15T13:33:46.474361
Kasserine,659999773,residential,,35.1629339,8.8582228,,,,2026-02-15T13:33:46.474361
Kasserine,659999774,residential,,35.1628118,8.8583272,,,,2026-02-15T13:33:46.474361
Kasserine,659999775,residential,,35.1626074,8.8583077,,,,2026-02-15T13:33:46.474361
Kasserine,659999776,residential,,35.1626671,8.8584486,,,,2026-02-15T13:33:46.474361
Kasserine,659999777,residential,,35.1625405,8.8585357,,,,2026-02-15T13:33:46.474361
Kasserine,659999778,residential,,35.1624523,8.8585887,,,,2026-02-15T13:33:46.474361
Kasserine,659999779,residential,,35.1625066,8.8584097,,,,2026-02-15T13:33:46.474361
Kasserine,659999780,residential,,35.1624364,8.8582883,,,,2026-02-15T13:33:46.474361
Kasserine,659999781,residential,,35.1625268,8.8581817,,,,2026-02-15T13:33:46.474361
Kasserine,659999782,residential,,35.162569,8.858073,,,,2026-02-15T13:33:46.474361
Kasserine,659999783,residential,,35.1625591,8.8579081,,,,2026-02-15T13:33:46.474361
Kasserine,659999784,residential,,35.1626019,8.8577646,,,,2026-02-15T13:33:46.474361
Kasserine,660005397,residential,,35.1659255,8.8600338,,,,2026-02-15T13:33:46.474361
Kasserine,660005398,residential,,35.1660916,8.8596417,,,,2026-02-15T13:33:46.474361
Kasserine,660005403,residential,,35.1659797,8.8594764,,,,2026-02-15T13:33:46.474361
Kasserine,660005409,residential,,35.1648325,8.8586787,,,,2026-02-15T13:33:46.474361
Kasserine,660005411,residential,,35.1648172,8.8584798,,,,2026-02-15T13:33:46.474361
Kasserine,660005412,residential,,35.1647195,8.8584714,,,,2026-02-15T13:33:46.474361
Kasserine,660005413,residential,,35.1643517,8.8586323,,,,2026-02-15T13:33:46.474361
Kasserine,660005414,residential,,35.1643013,8.8589112,,,,2026-02-15T13:33:46.474361
Kasserine,660005415,residential,,35.1639022,8.8595483,,,,2026-02-15T13:33:46.474361
Kasserine,660005416,residential,,35.1638638,8.8594208,,,,2026-02-15T13:33:46.474361
Kasserine,660005418,residential,,35.1640995,8.858588,,,,2026-02-15T13:33:46.474361
Kasserine,660005419,residential,,35.1640984,8.858415,,,,2026-02-15T13:33:46.474361
Kasserine,660005420,residential,,35.1639317,8.8584365,,,,2026-02-15T13:33:46.474361
Kasserine,660005421,residential,,35.1637958,8.8584459,,,,2026-02-15T13:33:46.474361
Kasserine,660005422,residential,,35.163775,8.8587906,,,,2026-02-15T13:33:46.474361
Kasserine,660005423,residential,,35.1636412,8.8590426,,,,2026-02-15T13:33:46.474361
Kasserine,660005425,residential,,35.1634241,8.859099,,,,2026-02-15T13:33:46.474361
Kasserine,660005426,residential,,35.1633244,8.8591499,,,,2026-02-15T13:33:46.474361
Kasserine,660005430,residential,,35.1635823,8.8587018,,,,2026-02-15T13:33:46.474361
Kasserine,660005431,residential,,35.1635917,8.8586099,,,,2026-02-15T13:33:46.474361
Kasserine,660005432,residential,,35.1635924,8.8585011,,,,2026-02-15T13:33:46.474361
Kasserine,660005433,residential,,35.1634807,8.8584129,,,,2026-02-15T13:33:46.474361
Kasserine,660005434,residential,,35.163405,8.8584204,,,,2026-02-15T13:33:46.474361
Kasserine,660005436,residential,,35.1633349,8.8584191,,,,2026-02-15T13:33:46.474361
Kasserine,660005437,residential,,35.1632152,8.8584218,,,,2026-02-15T13:33:46.474361
Kasserine,660005439,residential,,35.1634504,8.8585558,,,,2026-02-15T13:33:46.474361
Kasserine,660005440,residential,,35.1633129,8.8587302,,,,2026-02-15T13:33:46.474361
Kasserine,660005442,residential,,35.1633962,8.8587,,,,2026-02-15T13:33:46.474361
Kasserine,660005443,residential,,35.1634702,8.8586592,,,,2026-02-15T13:33:46.474361
Kasserine,660005444,residential,,35.1634428,8.8588402,,,,2026-02-15T13:33:46.474361
Kasserine,660005445,residential,,35.1633601,8.8588851,,,,2026-02-15T13:33:46.474361
Kasserine,660005446,residential,,35.1632597,8.8589274,,,,2026-02-15T13:33:46.474361
Kasserine,660005448,residential,,35.1632197,8.8587738,,,,2026-02-15T13:33:46.474361
Kasserine,660005449,residential,,35.1631824,8.8586531,,,,2026-02-15T13:33:46.474361
Kasserine,660005451,residential,,35.1631572,8.8585532,,,,2026-02-15T13:33:46.474361
Kasserine,660005452,residential,,35.1631298,8.8584674,,,,2026-02-15T13:33:46.474361
Kasserine,660005453,residential,,35.1630941,8.8583701,,,,2026-02-15T13:33:46.474361
Kasserine,660005454,residential,,35.1629215,8.8588474,,,,2026-02-15T13:33:46.474361
Kasserine,660005456,residential,,35.1629429,8.8589237,,,,2026-02-15T13:33:46.474361
Kasserine,660005457,residential,,35.1629801,8.8590225,,,,2026-02-15T13:33:46.474361
Kasserine,660005458,residential,,35.163013,8.8591413,,,,2026-02-15T13:33:46.474361
Kasserine,660005459,residential,,35.1631199,8.8590984,,,,2026-02-15T13:33:46.474361
Kasserine,660005460,residential,,35.1630876,8.858979,,,,2026-02-15T13:33:46.474361
Kasserine,660005462,residential,,35.1630547,8.8588496,,,,2026-02-15T13:33:46.474361
Kasserine,660005463,residential,,35.1628976,8.8587639,,,,2026-02-15T13:33:46.474361
Kasserine,660005464,residential,,35.1630153,8.8587195,,,,2026-02-15T13:33:46.474361
Kasserine,660005465,residential,,35.1628919,8.8586504,,,,2026-02-15T13:33:46.474361
Kasserine,660005467,residential,,35.1630087,8.8585652,,,,2026-02-15T13:33:46.474361
Kasserine,660005468,residential,,35.1629599,8.8584398,,,,2026-02-15T13:33:46.474361
Kasserine,660005470,residential,,35.162887,8.8585022,,,,2026-02-15T13:33:46.474361
Kasserine,660005472,residential,,35.1628145,8.8585505,,,,2026-02-15T13:33:46.474361
Kasserine,660005474,residential,,35.1628652,8.8591094,,,,2026-02-15T13:33:46.474361
Kasserine,660005477,residential,,35.1628265,8.8590165,,,,2026-02-15T13:33:46.474361
Kasserine,660005479,residential,,35.162797,8.8589252,,,,2026-02-15T13:33:46.474361
Kasserine,660005481,residential,,35.1627674,8.8588277,,,,2026-02-15T13:33:46.474361
Kasserine,660005483,residential,,35.1627323,8.8587221,,,,2026-02-15T13:33:46.474361
Kasserine,660005485,residential,,35.1626934,8.8586222,,,,2026-02-15T13:33:46.474361
Kasserine,660005488,residential,,35.1626068,8.8586772,,,,2026-02-15T13:33:46.474361
Kasserine,660005489,residential,,35.1626956,8.8590218,,,,2026-02-15T13:33:46.474361
Kasserine,660005490,residential,,35.1626673,8.85892,,,,2026-02-15T13:33:46.474361
Kasserine,660005491,residential,,35.1626051,8.8588281,,,,2026-02-15T13:33:46.474361
Kasserine,660005492,residential,,35.1625219,8.8587376,,,,2026-02-15T13:33:46.474361
Kasserine,660005494,residential,,35.1624286,8.85893,,,,2026-02-15T13:33:46.474361
Kasserine,660244440,residential,,35.1662968,8.844223,,,,2026-02-15T13:33:46.474361
Kasserine,660244441,residential,,35.1663146,8.8441295,,,,2026-02-15T13:33:46.474361
Kasserine,660244758,residential,,35.1662542,8.8444939,,,,2026-02-15T13:33:46.474361
Kasserine,660244759,residential,,35.1662885,8.8443654,,,,2026-02-15T13:33:46.474361
Kasserine,660250583,residential,,35.1656591,8.8467691,,,,2026-02-15T13:33:46.474361
Kasserine,660250586,residential,,35.165822,8.8462102,,,,2026-02-15T13:33:46.474361
Kasserine,660250587,residential,,35.1659017,8.84603,,,,2026-02-15T13:33:46.474361
Kasserine,660250588,residential,,35.1658935,8.8458265,,,,2026-02-15T13:33:46.474361
Kasserine,660250589,residential,,35.1659392,8.8456819,,,,2026-02-15T13:33:46.474361
Kasserine,660250590,residential,,35.1660317,8.845566,,,,2026-02-15T13:33:46.474361
Kasserine,660260338,residential,,35.165552,8.8474616,,,,2026-02-15T13:33:46.474361
Kasserine,660260340,residential,,35.1654468,8.8476425,,,,2026-02-15T13:33:46.474361
Kasserine,660260341,residential,liqui moly,35.1653839,8.8477813,,,,2026-02-15T13:33:46.474361
Kasserine,660260342,residential,La Perle,35.1653213,8.8480076,,,,2026-02-15T13:33:46.474361
Kasserine,661020539,residential,,35.1654535,8.8520907,,,,2026-02-15T13:33:46.474361
Kasserine,661020540,residential,,35.1652195,8.8521132,,,,2026-02-15T13:33:46.474361
Kasserine,661020541,residential,,35.1650424,8.8521166,,,,2026-02-15T13:33:46.474361
Kasserine,661020542,residential,,35.1648982,8.8521889,,,,2026-02-15T13:33:46.474361
Kasserine,661020543,residential,,35.1649251,8.8520884,,,,2026-02-15T13:33:46.474361
Kasserine,661020544,residential,,35.1649526,8.8519838,,,,2026-02-15T13:33:46.474361
Kasserine,661020545,residential,,35.1649746,8.8518853,,,,2026-02-15T13:33:46.474361
Kasserine,661020546,residential,,35.1650029,8.8517761,,,,2026-02-15T13:33:46.474361
Kasserine,661020547,residential,,35.1650841,8.851845,,,,2026-02-15T13:33:46.474361
Kasserine,661020548,residential,,35.1651778,8.851845,,,,2026-02-15T13:33:46.474361
Kasserine,661020549,residential,,35.1652708,8.8518416,,,,2026-02-15T13:33:46.474361
Kasserine,661020550,residential,,35.1654146,8.851842,,,,2026-02-15T13:33:46.474361
Kasserine,661020551,residential,,35.1643857,8.8533149,,,,2026-02-15T13:33:46.474361
Kasserine,661020552,residential,,35.1644076,8.8531814,,,,2026-02-15T13:33:46.474361
Kasserine,661020553,residential,,35.1642914,8.853288,,,,2026-02-15T13:33:46.474361
Kasserine,661020554,residential,,35.1643193,8.8531546,,,,2026-02-15T13:33:46.474361
Kasserine,661020555,residential,,35.1643475,8.8530405,,,,2026-02-15T13:33:46.474361
Kasserine,661020556,residential,,35.1644339,8.8530738,,,,2026-02-15T13:33:46.474361
Kasserine,661020557,residential,,35.1643933,8.8529608,,,,2026-02-15T13:33:46.474361
Kasserine,661020558,residential,,35.1644844,8.8529554,,,,2026-02-15T13:33:46.474361
Kasserine,661020559,residential,,35.1644219,8.8528803,,,,2026-02-15T13:33:46.474361
Kasserine,661020560,residential,,35.16452,8.8528394,,,,2026-02-15T13:33:46.474361
Kasserine,661020561,residential,,35.164447,8.8528046,,,,2026-02-15T13:33:46.474361
Kasserine,661020562,residential,,35.1644784,8.8527033,,,,2026-02-15T13:33:46.474361
Kasserine,661020563,residential,,35.1645518,8.8527355,,,,2026-02-15T13:33:46.474361
Kasserine,661020564,residential,,35.1645194,8.8525759,,,,2026-02-15T13:33:46.474361
Kasserine,661020565,residential,,35.1645896,8.8526041,,,,2026-02-15T13:33:46.474361
Kasserine,661020566,residential,,35.1645546,8.8524559,,,,2026-02-15T13:33:46.474361
Kasserine,661020567,residential,,35.1645844,8.8523569,,,,2026-02-15T13:33:46.474361
Kasserine,661020568,residential,,35.1646433,8.8524355,,,,2026-02-15T13:33:46.474361
Kasserine,661020569,residential,,35.1646548,8.8522533,,,,2026-02-15T13:33:46.474361
Kasserine,661020570,residential,,35.1647354,8.8521266,,,,2026-02-15T13:33:46.474361
Kasserine,661020571,residential,,35.1646663,8.852087,,,,2026-02-15T13:33:46.474361
Kasserine,661020572,residential,,35.1647184,8.8519227,,,,2026-02-15T13:33:46.474361
Kasserine,661020573,residential,,35.1647891,8.8519576,,,,2026-02-15T13:33:46.474361
Kasserine,661020574,residential,,35.1647685,8.8517589,,,,2026-02-15T13:33:46.474361
Kasserine,661020575,residential,,35.1648395,8.8517938,,,,2026-02-15T13:33:46.474361
Kasserine,661020576,residential,,35.1648335,8.8516612,,,,2026-02-15T13:33:46.474361
Kasserine,661020577,residential,,35.1648602,8.8515714,,,,2026-02-15T13:33:46.474361
Kasserine,661020578,residential,,35.1649885,8.8513697,,,,2026-02-15T13:33:46.474361
Kasserine,661020579,residential,,35.165061,8.8514022,,,,2026-02-15T13:33:46.474361
Kasserine,661020580,residential,,35.1651471,8.8514474,,,,2026-02-15T13:33:46.474361
Kasserine,661020581,residential,,35.1652416,8.8514812,,,,2026-02-15T13:33:46.474361
Kasserine,661020582,residential,,35.1653121,8.8515177,,,,2026-02-15T13:33:46.474361
Kasserine,661020583,residential,,35.1654083,8.8515509,,,,2026-02-15T13:33:46.474361
Kasserine,661020584,residential,,35.1653955,8.8516103,,,,2026-02-15T13:33:46.474361
Kasserine,661020585,residential,,35.1652902,8.8515956,,,,2026-02-15T13:33:46.474361
Kasserine,661020586,residential,,35.1651992,8.8515942,,,,2026-02-15T13:33:46.474361
Kasserine,661020587,residential,,35.165135,8.8515822,,,,2026-02-15T13:33:46.474361
Kasserine,661020588,residential,,35.1650654,8.8515794,,,,2026-02-15T13:33:46.474361
Kasserine,661020589,residential,,35.1649875,8.8515605,,,,2026-02-15T13:33:46.474361
Kasserine,661020590,residential,,35.1648931,8.8514726,,,,2026-02-15T13:33:46.474361
Kasserine,661020591,residential,,35.1648948,8.8513863,,,,2026-02-15T13:33:46.474361
Kasserine,661020592,residential,,35.1649078,8.851345,,,,2026-02-15T13:33:46.474361
Kasserine,661020593,residential,,35.1649292,8.8512872,,,,2026-02-15T13:33:46.474361
Kasserine,661026168,residential,,35.1653878,8.8512984,,,,2026-02-15T13:33:46.474361
Kasserine,661026169,residential,,35.1654438,8.8513756,,,,2026-02-15T13:33:46.474361
Kasserine,661026170,residential,,35.1654841,8.8514098,,,,2026-02-15T13:33:46.474361
Kasserine,661026171,residential,,35.1653307,8.8512441,,,,2026-02-15T13:33:46.474361
